CustomerID,InvoiceDate,Recency,Frequency,Monetary,CLV,Cluster
12585.0,2011-04-19 13:39:00,217,4,1982.81,7931.24,2
12586.0,2010-12-06 09:31:00,351,1,-17.0,-17.0,2
12588.0,2011-10-31 15:01:00,21,1,214.89999999999998,214.89999999999998,0
12589.0,2011-11-11 10:19:00,11,2,646.68,1293.36,0
12590.0,2011-06-02 14:25:00,172,3,9861.38,29584.14,2
12591.0,2011-01-26 14:35:00,299,1,452.84999999999997,452.84999999999997,2
12592.0,2011-09-08 15:04:00,74,2,437.6,875.2,0
12593.0,2011-08-23 12:43:00,91,3,418.09999999999997,1254.3,0
12594.0,2011-11-02 12:20:00,20,11,3320.2200000000003,36522.420000000006,0
12596.0,2011-10-19 13:02:00,34,2,618.27,1236.54,0
12597.0,2011-11-20 13:33:00,2,5,3683.13,18415.65,0
12598.0,2011-11-20 12:34:00,2,8,2838.83,22710.64,0
12599.0,2011-11-10 13:34:00,12,7,1032.58,7228.0599999999995,0
12600.0,2011-11-11 10:29:00,11,11,2581.04,28391.44,0
12601.0,2011-06-03 10:17:00,172,6,569.5600000000001,3417.3600000000006,2
12602.0,2011-10-12 11:22:00,41,1,153.12,153.12,0
12603.0,2011-11-18 10:42:00,4,1,739.1999999999999,739.1999999999999,0
12604.0,2011-09-21 14:08:00,61,2,254.18,508.36,0
12605.0,2010-12-09 15:41:00,347,1,-7.5,-7.5,2
12607.0,2011-10-12 16:17:00,40,2,3.552713678800501e-15,7.105427357601002e-15,0
12609.0,2011-09-22 16:34:00,60,3,1126.85,3380.5499999999997,0
12610.0,2011-11-17 09:34:00,5,7,2057.99,14405.929999999998,0
12611.0,2011-10-18 13:12:00,35,1,1193.32,1193.32,0
12612.0,2011-10-13 12:12:00,40,2,643.59,1287.18,0
12613.0,2011-11-08 13:30:00,14,6,3218.98,19313.88,0
12614.0,2011-03-07 10:22:00,260,1,315.6,315.6,2
12615.0,2011-11-03 10:45:00,19,3,1868.34,5605.0199999999995,0
12616.0,2011-09-15 17:02:00,67,5,657.25,3286.25,0
12617.0,2011-11-10 14:39:00,11,1,352.98,352.98,0
12618.0,2011-11-18 11:10:00,4,1,177.31,177.31,0
12619.0,2011-11-10 12:10:00,12,12,2816.11,33793.32,0
12620.0,2011-09-20 10:06:00,63,2,939.3199999999999,1878.6399999999999,0
12621.0,2011-11-16 08:37:00,6,22,12423.87,273325.14,3
12622.0,2011-04-21 16:39:00,214,1,180.1,180.1,2
12623.0,2011-03-08 13:50:00,258,1,305.1,305.1,2
12624.0,2011-08-25 15:04:00,88,2,641.13,1282.26,0
12625.0,2011-05-12 09:54:00,194,3,2614.32,7842.960000000001,2
12626.0,2011-11-16 16:06:00,5,13,6388.35,83048.55,0
12627.0,2011-10-06 15:51:00,46,6,3911.55,23469.300000000003,0
12628.0,2011-11-21 11:48:00,1,3,554.36,1663.08,0
12630.0,2011-10-27 10:41:00,26,1,701.79,701.79,0
12631.0,2011-10-13 13:53:00,39,1,640.5,640.5,0
12633.0,2011-10-12 11:40:00,41,5,2140.63,10703.150000000001,0
12635.0,2011-09-11 11:04:00,72,2,1689.18,3378.36,0
12637.0,2011-10-03 13:46:00,49,10,5934.25,59342.5,0
12638.0,2011-11-06 13:11:00,16,1,671.69,671.69,0
12639.0,2011-04-15 12:48:00,221,1,486.1,486.1,2
12640.0,2011-11-16 11:52:00,6,3,1174.58,3523.74,0
12641.0,2011-08-16 13:26:00,98,1,185.9,185.9,0
12642.0,2011-11-14 15:03:00,7,3,1013.26,3039.7799999999997,0
12643.0,2011-08-03 12:56:00,111,6,3344.64,20067.84,0
12644.0,2011-08-02 10:33:00,112,1,477.91,477.91,0
12645.0,2011-11-06 12:38:00,16,5,1755.38,8776.900000000001,0
12646.0,2011-10-21 12:52:00,32,1,731.6899999999999,731.6899999999999,0
12647.0,2011-11-17 12:56:00,5,13,3669.92,47708.96,0
12648.0,2011-07-08 11:55:00,137,1,318.05,318.05,2
12649.0,2011-08-24 14:41:00,89,4,603.71,2414.84,0
12651.0,2011-01-09 12:46:00,317,1,114.0,114.0,2
12652.0,2011-01-21 17:01:00,304,2,914.53,1829.06,2
12653.0,2011-07-14 10:41:00,131,2,2209.85,4419.7,0
12654.0,2011-11-02 14:57:00,19,4,508.98,2035.92,0
12656.0,2011-11-08 08:55:00,14,7,3396.97,23778.789999999997,0
12657.0,2011-10-28 18:07:00,24,2,660.94,1321.88,0
12658.0,2011-11-21 10:22:00,1,1,686.05,686.05,0
12659.0,2011-11-10 11:53:00,12,1,91.68,91.68,0
12662.0,2011-11-16 17:26:00,5,11,3592.13,39513.43,0
12664.0,2011-11-04 09:24:00,18,8,3663.88,29311.04,0
12665.0,2011-01-19 08:34:00,307,2,61.75,123.5,2
12666.0,2010-12-15 14:42:00,341,1,-227.44,-227.44,2
12667.0,2011-10-12 17:00:00,40,1,620.13,620.13,0
12668.0,2011-04-05 09:53:00,231,4,2889.67,11558.68,2
12669.0,2011-07-12 09:54:00,133,4,1607.73,6430.92,0
12670.0,2011-11-17 09:39:00,5,5,2290.0299999999997,11450.149999999998,0
12672.0,2011-01-14 09:20:00,312,1,225.89999999999998,225.89999999999998,2
12673.0,2011-01-17 11:46:00,309,1,220.9,220.9,2
12674.0,2011-11-03 09:54:00,19,6,1925.21,11551.26,0
12676.0,2011-11-15 12:25:00,7,6,1331.39,7988.34,0
12678.0,2011-10-28 13:04:00,25,13,17588.26,228647.37999999998,0
12679.0,2011-10-18 13:43:00,34,9,1058.67,9528.03,0
12680.0,2011-09-27 12:53:00,56,3,613.36,1840.08,0
12681.0,2011-11-17 18:29:00,4,25,13025.09,325627.25,3
12682.0,2011-11-18 12:46:00,4,28,10982.51,307510.28,3
12683.0,2011-11-03 14:00:00,18,18,7423.61,133624.97999999998,0
12684.0,2011-11-15 10:50:00,7,6,2104.23,12625.380000000001,0
12685.0,2011-11-11 13:46:00,10,6,2863.08,17178.48,0
12686.0,2010-12-03 09:51:00,354,1,89.14,89.14,2
12688.0,2011-08-18 08:49:00,96,1,4873.8099999999995,4873.8099999999995,0
12689.0,2011-11-14 08:31:00,8,2,1247.61,2495.22,0
12690.0,2011-05-18 09:09:00,188,1,389.01,389.01,2
12691.0,2011-11-11 16:49:00,10,6,1035.8,6214.799999999999,0
12693.0,2011-08-11 09:16:00,103,6,830.96,4985.76,0
12694.0,2011-09-30 13:06:00,53,2,869.67,1739.34,0
12695.0,2011-10-04 15:02:00,48,3,497.0,1491.0,0
12697.0,2011-11-18 16:17:00,3,5,939.02,4695.1,0
12700.0,2011-10-05 09:57:00,48,4,3589.24,14356.96,0
12701.0,2011-09-21 10:47:00,62,2,797.71,1595.42,0
12702.0,2011-11-20 10:36:00,2,1,219.0,219.0,0
12703.0,2011-10-06 19:23:00,46,2,274.7,549.4,0
12704.0,2011-11-17 14:54:00,4,9,2022.08,18198.72,0
12705.0,2011-10-28 14:44:00,24,11,5919.54,65114.94,0
12707.0,2011-02-21 08:38:00,274,1,603.42,603.42,2
12708.0,2011-11-10 09:52:00,12,16,2616.32,41861.12,0
12709.0,2011-10-28 11:38:00,25,24,8386.65,201279.59999999998,3
12710.0,2011-09-04 12:00:00,79,4,1130.57,4522.28,0
12712.0,2011-11-17 09:15:00,5,17,4241.63,72107.71,0
12714.0,2011-08-25 09:55:00,89,4,3389.7,13558.8,0
12715.0,2011-08-25 15:22:00,88,1,343.36,343.36,0
12716.0,2011-07-29 13:28:00,116,1,677.9,677.9,0
12717.0,2011-07-11 14:51:00,133,3,980.98,2942.94,0
12718.0,2011-09-29 16:38:00,53,1,238.25,238.25,0
12719.0,2011-10-11 10:39:00,42,2,246.75,493.5,0
12720.0,2011-11-16 11:03:00,6,26,4894.73,127262.97999999998,3
12721.0,2011-11-08 12:13:00,14,7,2628.98,18402.86,0
12722.0,2011-09-15 14:50:00,67,6,904.33,5425.9800000000005,0
12723.0,2011-10-05 15:56:00,47,2,299.40999999999997,598.8199999999999,0
12724.0,2011-09-19 12:36:00,64,3,823.1700000000001,2469.51,0
12725.0,2010-12-03 15:45:00,353,1,427.8,427.8,2
12726.0,2011-11-11 13:35:00,11,7,2609.1,18263.7,0
12727.0,2011-09-05 13:38:00,78,8,3304.7,26437.6,0
12728.0,2011-09-29 15:31:00,53,4,836.33,3345.32,0
12729.0,2011-08-18 11:40:00,96,1,453.01,453.01,0
12731.0,2011-11-16 11:59:00,6,14,18793.41,263107.74,0
12732.0,2011-06-13 11:33:00,162,1,236.26000000000002,236.26000000000002,2
12733.0,2011-04-19 16:19:00,216,1,383.95,383.95,2
12734.0,2010-12-22 12:47:00,335,1,110.39999999999999,110.39999999999999,2
12735.0,2011-01-28 13:37:00,298,2,779.5699999999999,1559.1399999999999,2
12736.0,2011-01-11 07:57:00,315,1,234.0,234.0,2
12738.0,2010-12-02 18:27:00,354,1,155.35,155.35,2
12739.0,2011-09-22 13:00:00,61,2,1013.04,2026.08,0
12740.0,2011-10-07 10:44:00,46,1,427.6,427.6,0
12743.0,2011-07-28 16:21:00,116,2,540.13,1080.26,0
12744.0,2011-10-19 11:18:00,34,10,9120.39,91203.9,0
12747.0,2011-11-17 17:13:00,4,10,3757.5099999999998,37575.1,0
12748.0,2011-11-18 11:10:00,4,188,23029.09,4329468.92,3
12749.0,2011-11-17 12:05:00,5,7,3105.14,21735.98,0
12750.0,2011-08-03 09:13:00,111,1,275.88,275.88,0
12752.0,2011-09-19 13:32:00,64,1,4366.78,4366.78,0
12753.0,2011-11-17 10:52:00,5,10,21140.94,211409.4,0
12754.0,2011-04-18 09:00:00,218,5,2949.12,14745.599999999999,2
12755.0,2011-04-04 10:12:00,232,4,2203.2,8812.8,2
12756.0,2011-09-14 09:31:00,69,1,112.07999999999998,112.07999999999998,0
12757.0,2011-11-14 14:17:00,7,18,3864.55,69561.90000000001,0
12758.0,2011-08-15 10:22:00,99,2,2791.59,5583.18,0
12759.0,2011-10-18 14:49:00,34,3,1531.44,4594.32,0
12762.0,2011-11-14 14:23:00,7,1,461.59,461.59,0
12763.0,2011-07-24 14:12:00,120,2,494.08,988.16,0
12764.0,2011-01-27 10:19:00,299,1,1693.88,1693.88,2
12766.0,2011-10-13 11:50:00,40,6,6271.2,37627.2,0
12769.0,2011-04-15 10:25:00,221,1,1143.6,1143.6,2
12770.0,2011-05-13 09:33:00,193,1,1351.45,1351.45,2
12772.0,2011-10-11 09:19:00,42,1,892.47,892.47,0
12775.0,2011-06-03 07:48:00,172,5,1129.8799999999999,5649.4,2
12778.0,2011-11-20 11:39:00,2,7,804.23,5629.610000000001,0
12779.0,2011-11-18 17:10:00,3,12,3868.7,46424.399999999994,0
12781.0,2011-11-18 15:45:00,3,5,707.72,3538.6000000000004,0
12782.0,2011-07-13 10:30:00,132,5,2021.0700000000002,10105.35,0
12783.0,2011-11-07 11:57:00,15,7,1203.29,8423.029999999999,0
12785.0,2010-12-10 13:48:00,346,1,311.95,311.95,2
12787.0,2011-09-09 12:24:00,74,2,344.65999999999997,689.3199999999999,0
12789.0,2011-10-05 13:34:00,48,1,91.85,91.85,0
12790.0,2011-05-31 14:14:00,174,1,324.92,324.92,2
12791.0,2010-12-01 11:27:00,356,1,192.60000000000002,192.60000000000002,2
12792.0,2011-03-28 11:36:00,239,1,400.53999999999996,400.53999999999996,2
12793.0,2011-01-09 12:12:00,317,2,545.48,1090.96,2
12794.0,2011-10-17 14:54:00,35,2,860.41,1720.82,0
12795.0,2011-11-21 10:27:00,1,1,430.48,430.48,0
12797.0,2010-12-14 16:24:00,342,3,194.18,582.54,2
12798.0,2011-10-26 13:21:00,27,2,3325.44,6650.88,0
12802.0,2011-06-09 09:44:00,166,2,412.58,825.16,2
12808.0,2011-11-03 10:05:00,19,3,483.65000000000003,1450.95,0
12809.0,2011-06-24 15:15:00,150,2,484.36,968.72,2
12811.0,2011-03-24 09:42:00,243,3,514.85,1544.5500000000002,2
12812.0,2011-10-26 09:54:00,27,1,229.64000000000001,229.64000000000001,0
12814.0,2011-08-30 12:11:00,84,1,125.92,125.92,0
12815.0,2011-07-15 10:21:00,130,2,1063.46,2126.92,0
12816.0,2011-09-05 12:41:00,78,2,572.2,1144.4,0
12817.0,2011-03-03 16:28:00,263,1,166.04,166.04,2
12818.0,2011-06-14 13:54:00,160,2,1517.88,3035.76,2
12820.0,2011-10-26 13:27:00,27,3,731.99,2195.9700000000003,0
12821.0,2011-05-09 15:51:00,196,1,92.72,92.72,2
12822.0,2011-09-30 10:04:00,53,3,918.98,2756.94,0
12823.0,2011-09-26 07:35:00,57,5,1759.5,8797.5,0
12824.0,2011-10-11 12:49:00,42,1,397.12,397.12,0
12826.0,2011-11-10 15:37:00,11,7,1325.52,9278.64,0
12827.0,2011-11-07 11:29:00,15,2,318.7,637.4,0
12828.0,2011-10-05 10:53:00,48,4,661.3100000000001,2645.2400000000002,0
12829.0,2011-01-21 12:56:00,305,3,253.05,759.1500000000001,2
12830.0,2011-11-02 11:54:00,20,7,6748.4,47238.799999999996,0
12831.0,2011-03-22 13:02:00,245,1,215.05,215.05,2
12832.0,2011-11-07 13:30:00,15,2,383.03,766.06,0
12833.0,2011-07-17 13:46:00,127,1,417.38,417.38,0
12834.0,2011-03-02 09:49:00,265,1,312.38,312.38,2
12836.0,2011-10-11 15:10:00,41,4,2610.36,10441.44,0
12837.0,2011-06-19 16:07:00,155,1,134.1,134.1,2
12838.0,2011-11-06 12:20:00,16,2,671.95,1343.9,0
12839.0,2011-11-15 09:26:00,7,13,4268.97,55496.61,0
12840.0,2011-07-19 09:29:00,126,6,2714.27,16285.619999999999,0
12841.0,2011-11-17 15:59:00,4,23,3571.33,82140.59,0
12842.0,2011-09-30 15:33:00,52,2,1118.99,2237.98,0
12843.0,2011-10-05 12:09:00,48,9,1680.76,15126.84,0
12844.0,2011-11-10 13:31:00,12,2,325.96000000000004,651.9200000000001,0
12845.0,2011-03-17 13:34:00,250,4,354.09,1416.36,2
12847.0,2011-11-17 13:16:00,5,1,843.64,843.64,0
12849.0,2011-11-08 13:41:00,14,2,1010.29,2020.58,0
12851.0,2011-09-04 12:41:00,79,1,131.81,131.81,0
12852.0,2011-02-22 14:56:00,272,2,299.75,599.5,2
12853.0,2011-08-24 11:00:00,90,9,1881.7,16935.3,0
12854.0,2011-09-22 12:15:00,61,5,1280.9,6404.5,0
12855.0,2010-12-02 09:37:00,355,1,38.1,38.1,2
12856.0,2011-11-21 11:34:00,1,7,1940.43,13583.01,0
12857.0,2011-05-13 10:20:00,193,2,1106.4,2212.8,2
12863.0,2011-10-18 14:15:00,34,2,504.2,1008.4,0
12864.0,2011-07-24 13:03:00,121,1,147.12,147.12,0
12865.0,2011-11-13 14:31:00,8,3,1548.07,4644.21,0
12866.0,2011-03-01 14:11:00,265,1,559.12,559.12,2
12867.0,2011-11-13 15:30:00,8,10,3958.74,39587.399999999994,0
12868.0,2011-06-07 10:42:00,168,6,1607.0600000000002,9642.36,2
